Run: 0
b'610' b'5856238.000000' b'10804.877431' b'43.238616' b'10848.116541' b'182264'
b'620' b'5856238.000000' b'10992.624579' b'44.040742' b'11036.665822' b'183647'
b'630' b'5856238.000000' b'11182.259345' b'44.889397' b'11227.149249' b'185067'
b'640' b'5856238.000000' b'11371.744774' b'45.674955' b'11417.420242' b'186419'
b'650' b'5856238.000000' b'11561.588370' b'46.519969' b'11608.108858' b'187815'
b'660' b'5856238.000000' b'11749.775569' b'47.361902' b'11797.137998' b'189138'
b'670' b'5856238.000000' b'11942.030257' b'48.184609' b'11990.215399' b'190354'
b'680' b'5856238.000000' b'12132.617674' b'49.044560' b'12181.662773' b'191659'
b'690' b'5856238.000000' b'12324.194879' b'49.884379' b'12374.079814' b'192970'
b'700' b'5856238.000000' b'12518.899536' b'50.753855' b'12569.653956' b'194272'
b'710' b'5856238.000000' b'12710.619472' b'51.585728' b'12762.205773' b'195578'
b'720' b'5856238.000000' b'12901.734435' b'52.505965' b'12954.240980' b'196825'
b'730' b'5856238.000000' b'13096.125594' b'53.389451' b'13149.515652' b'198077'
b'740' b'5856238.000000' b'13286.953723' b'54.256568' b'13341.210918' b'199284'
b'750' b'5856238.000000' b'13479.907383' b'55.082575' b'13534.990592' b'200510'
b'760' b'5856238.000000' b'13674.205436' b'55.922985' b'13730.129060' b'201670'
b'770' b'5856238.000000' b'13865.815789' b'56.746703' b'13922.563138' b'202895'
b'780' b'5856238.000000' b'14060.898155' b'57.669594' b'14118.568399' b'204141'
b'790' b'5856238.000000' b'14254.529405' b'58.503105' b'14313.033167' b'205304'
b'800' b'5856238.000000' b'14447.734049' b'59.335057' b'14507.069774' b'206509'
b'810' b'5856238.000000' b'14641.126217' b'60.307416' b'14701.434308' b'207725'
b'820' b'5856238.000000' b'14835.694464' b'61.221989' b'14896.917136' b'208987'
b'830' b'5856238.000000' b'15033.960388' b'62.137388' b'15096.098467' b'210061'
b'840' b'5856238.000000' b'15233.152425' b'63.036164' b'15296.189286' b'211213'
b'850' b'5856238.000000' b'15429.618255' b'63.919249' b'15493.538204' b'212340'
b'860' b'5856238.000000' b'15626.949369' b'64.804619' b'15691.754695' b'213488'
b'870' b'5856238.000000' b'15822.663931' b'65.672622' b'15888.337266' b'214550'
b'880' b'5856238.000000' b'16018.772510' b'66.592429' b'16085.365661' b'215711'
b'890' b'5856238.000000' b'16215.776973' b'67.554627' b'16283.332331' b'216833'
b'900' b'5856238.000000' b'16412.085001' b'68.535958' b'16480.621693' b'217933'
b'910' b'5856238.000000' b'16609.671941' b'69.398413' b'16679.071107' b'219045'
b'920' b'5856238.000000' b'16805.577652' b'70.303506' b'16875.881915' b'220162'
b'930' b'5856238.000000' b'17003.995287' b'71.233029' b'17075.229078' b'221305'
b'940' b'5856238.000000' b'17204.557297' b'72.148905' b'17276.706972' b'222392'
b'950' b'5856238.000000' b'17402.152432' b'73.023693' b'17475.176900' b'223478'
b'960' b'5856238.000000' b'17602.656190' b'73.941072' b'17676.598046' b'224483'
b'970' b'5856238.000000' b'17802.033504' b'74.878408' b'17876.912702' b'225540'
b'980' b'5856238.000000' b'17999.218280' b'75.748666' b'18074.967745' b'226612'
b'990' b'5856238.000000' b'18199.352141' b'76.762700' b'18276.115646' b'227662'
b'shortest' b'tour:' b'5856238.000000' b'time' b'18455.751172'
Run: 7
b'0' b'5893013.000000' b'11.143610' b'0.118099' b'11.261710' b'4149'
b'10' b'5888652.000000' b'163.312869' b'0.699007' b'164.011882' b'27685'
b'20' b'5888063.000000' b'324.832903' b'1.252322' b'326.085238' b'39700'
b'30' b'5884324.000000' b'492.659471' b'1.802832' b'494.462320' b'47709'
b'40' b'5882581.000000' b'662.254153' b'2.381878' b'664.636052' b'54204'
b'50' b'5880873.000000' b'832.781412' b'3.251100' b'836.032543' b'59513'
b'60' b'5878942.000000' b'1001.262864' b'3.932088' b'1005.194989' b'64261'
b'70' b'5877450.000000' b'1170.983125' b'4.638634' b'1175.621799' b'68511'
b'80' b'5874482.000000' b'1340.548833' b'5.373706' b'1345.922584' b'72403'
b'90' b'5872198.000000' b'1512.640167' b'6.071182' b'1518.711400' b'75966'
b'100' b'5869836.000000' b'1685.155732' b'6.767348' b'1691.923135' b'79345'
b'110' b'5868240.000000' b'1856.506909' b'7.528700' b'1864.035668' b'82743'
b'120' b'5866995.000000' b'2030.304942' b'8.179129' b'2038.484154' b'85972'
b'130' b'5864594.000000' b'2202.124871' b'8.809532' b'2210.934491' b'89128'
b'140' b'5864594.000000' b'2371.914731' b'9.436328' b'2381.351165' b'92001'
b'150' b'5863983.000000' b'2543.343126' b'10.074252' b'2553.417490' b'94890'
b'160' b'5863056.000000' b'2716.032830' b'10.798972' b'2726.831917' b'97566'
b'170' b'5863054.000000' b'2890.393833' b'11.476345' b'2901.870297' b'100187'
b'180' b'5863054.000000' b'3064.705947' b'12.178795' b'3076.884876' b'102792'
b'190' b'5862142.000000' b'3237.115016' b'12.916795' b'3250.031950' b'105346'
b'200' b'5859418.000000' b'3412.348176' b'13.607447' b'3425.955767' b'107877'
b'210' b'5859418.000000' b'3587.301081' b'14.355225' b'3601.656469' b'110227'
b'220' b'5859418.000000' b'3760.072563' b'15.058471' b'3775.131203' b'112638'
b'230' b'5858823.000000' b'3937.973910' b'15.833973' b'3953.808060' b'114999'
b'240' b'5857425.000000' b'4115.697346' b'16.514847' b'4132.212378' b'117262'
b'250' b'5857425.000000' b'4290.137506' b'17.198265' b'4307.335962' b'119503'
b'260' b'5857425.000000' b'4467.573866' b'17.886309' b'4485.460369' b'121690'
b'270' b'5857425.000000' b'4644.435290' b'18.613602' b'4663.049093' b'123847'
b'280' b'5857425.000000' b'4820.271624' b'19.302534' b'4839.574364' b'125961'
b'290' b'5857425.000000' b'4997.981019' b'19.995943' b'5017.977176' b'128086'
b'300' b'5857425.000000' b'5178.826147' b'20.708274' b'5199.534638' b'130207'
b'310' b'5857425.000000' b'5356.467011' b'21.418563' b'5377.885797' b'132223'
b'320' b'5857425.000000' b'5534.851447' b'22.132961' b'5556.984636' b'134275'
b'330' b'5857425.000000' b'5710.397217' b'22.845356' b'5733.242805' b'136228'
b'340' b'5857135.000000' b'5891.942146' b'23.601149' b'5915.543529' b'138151'
b'350' b'5857066.000000' b'6072.986143' b'24.355187' b'6097.341569' b'140062'
b'360' b'5857066.000000' b'6257.079027' b'25.126613' b'6282.205881' b'141882'
b'370' b'5857066.000000' b'6438.211305' b'25.880322' b'6464.091873' b'143777'
b'380' b'5857066.000000' b'6621.538748' b'26.674263' b'6648.213262' b'145615'
b'390' b'5857066.000000' b'6805.105316' b'27.416673' b'6832.522245' b'147461'
b'400' b'5857066.000000' b'6989.513093' b'28.161186' b'7017.674539' b'149205'
b'410' b'5857066.000000' b'7171.135848' b'28.947733' b'7200.083844' b'150994'
b'420' b'5857066.000000' b'7354.355346' b'29.684623' b'7384.040248' b'152639'
b'430' b'5857066.000000' b'7538.610850' b'30.429418' b'7569.040551' b'154329'
b'440' b'5857066.000000' b'7722.414002' b'31.177731' b'7753.592022' b'156048'
b'450' b'5857066.000000' b'7906.995071' b'31.948991' b'7938.944357' b'157706'
b'460' b'5857066.000000' b'8093.041140' b'32.701393' b'8125.742832' b'159326'
b'470' b'5857066.000000' b'8277.876125' b'33.454624' b'8311.331053' b'160976'
b'480' b'5857021.000000' b'8462.608340' b'34.277946' b'8496.886594' b'162567'
b'490' b'5857021.000000' b'8649.090021' b'35.037942' b'8684.128277' b'164173'
b'500' b'5857021.000000' b'8832.602100' b'35.802131' b'8868.404548' b'165790'
b'510' b'5857021.000000' b'9019.308386' b'36.571666' b'9055.880372' b'167376'
b'520' b'5857021.000000' b'9205.439923' b'37.411251' b'9242.851508' b'168875'
b'530' b'5857021.000000' b'9390.788396' b'38.212301' b'9429.001035' b'170375'
b'540' b'5857021.000000' b'9577.902224' b'39.009079' b'9616.911670' b'171929'
b'550' b'5855196.000000' b'9766.628124' b'39.787425' b'9806.415918' b'173380'
b'560' b'5855196.000000' b'9954.631892' b'40.577139' b'9995.209405' b'174854'
b'570' b'5855196.000000' b'10144.110595' b'41.362841' b'10185.473817' b'176392'
b'580' b'5855196.000000' b'10333.585961' b'42.145189' b'10375.731536' b'177823'
b'590' b'5855196.000000' b'10522.495646' b'42.939757' b'10565.435808' b'179228'
b'600' b'5855196.000000' b'10713.496748' b'43.736464' b'10757.233622' b'180668'
b'610' b'5855196.000000' b'10905.392447' b'44.658821' b'10950.051683' b'182085'
b'620' b'5855196.000000' b'11093.387195' b'45.514471' b'11138.902084' b'183524'
b'630' b'5855196.000000' b'11283.107493' b'46.310484' b'11329.418399' b'184920'
b'640' b'5855196.000000' b'11474.288847' b'47.131871' b'11521.421144' b'186211'
b'650' b'5855196.000000' b'11668.723827' b'47.948721' b'11716.672978' b'187564'
b'660' b'5855196.000000' b'11860.851167' b'48.750046' b'11909.601647' b'188936'
b'670' b'5855196.000000' b'12051.118851' b'49.575408' b'12100.694697' b'190274'
b'680' b'5855196.000000' b'12242.299765' b'50.436972' b'12292.737182' b'191592'
b'690' b'5855196.000000' b'12435.452883' b'51.401084' b'12486.854422' b'192912'
b'700' b'5855196.000000' b'12626.656262' b'52.207721' b'12678.864453' b'194142'
b'710' b'5855196.000000' b'12821.007734' b'53.026901' b'12874.035124' b'195467'
b'720' b'5855196.000000' b'13013.110380' b'53.858905' b'13066.969780' b'196735'
b'730' b'5855196.000000' b'13204.401850' b'54.750780' b'13259.153131' b'198033'
b'740' b'5855196.000000' b'13397.299475' b'55.629579' b'13452.929560' b'199290'
b'750' b'5855196.000000' b'13589.688583' b'56.501085' b'13646.190179' b'200538'
b'760' b'5855196.000000' b'13787.085345' b'57.444041' b'13844.529903' b'201744'
b'770' b'5855196.000000' b'13983.997904' b'58.313548' b'14042.311976' b'202992'
b'780' b'5855196.000000' b'14180.329140' b'59.155901' b'14239.485572' b'204217'
b'790' b'5855196.000000' b'14374.628337' b'60.058151' b'14434.687027' b'205413'
b'800' b'5855196.000000' b'14568.511223' b'60.907052' b'14629.418822' b'206636'
b'810' b'5855196.000000' b'14763.863553' b'61.746938' b'14825.611044' b'207812'
b'820' b'5855196.000000' b'14961.054820' b'62.573603' b'15023.628981' b'208993'
b'830' b'5855196.000000' b'15157.033575' b'63.411865' b'15220.446008' b'210207'
b'840' b'5855196.000000' b'15354.237244' b'64.317265' b'15418.555081' b'211412'
b'850' b'5855196.000000' b'15554.630733' b'65.210120' b'15619.841430' b'212623'
b'860' b'5855196.000000' b'15756.279460' b'66.061362' b'15822.341406' b'213747'
b'870' b'5855196.000000' b'15952.919014' b'66.901538' b'16019.821145' b'214892'
b'880' b'5855196.000000' b'16150.305928' b'68.082973' b'16218.389498' b'216004'
b'890' b'5855196.000000' b'16348.107698' b'69.177352' b'16417.285654' b'217140'
b'900' b'5855196.000000' b'16548.163417' b'70.101521' b'16618.265548' b'218243'
b'910' b'5855196.000000' b'16746.788369' b'70.944732' b'16817.733713' b'219386'
b'920' b'5855196.000000' b'16946.232494' b'71.879757' b'17018.112868' b'220484'
b'930' b'5855196.000000' b'17144.791045' b'72.752444' b'17217.544111' b'221640'
b'940' b'5855196.000000' b'17344.897965' b'73.671029' b'17418.569622' b'222694'
b'950' b'5855196.000000' b'17545.517379' b'74.545131' b'17620.063142' b'223741'
b'960' b'5855196.000000' b'17747.419334' b'75.439599' b'17822.859569' b'224810'
b'970' b'5855196.000000' b'17946.324331' b'76.309692' b'18022.634668' b'225861'
b'980' b'5855196.000000' b'18148.151479' b'77.179866' b'18225.331996' b'226896'
b'990' b'5855196.000000' b'18350.317662' b'78.039003' b'18428.357320' b'227912'
b'shortest' b'tour:' b'5855196.000000' b'time' b'18610.879463'
Run: 8
b'0' b'5891891.000000' b'11.251645' b'0.090645' b'11.342290' b'4107'
b'10' b'5889582.000000' b'162.825188' b'0.662299' b'163.487511' b'27938'
b'20' b'5887271.000000' b'323.784605' b'1.196619' b'324.981270' b'39636'
b'30' b'5883792.000000' b'489.624551' b'1.777934' b'491.402568' b'47685'
b'40' b'5881626.000000' b'657.731080' b'2.445125' b'660.176292' b'54003'
b'50' b'5879641.000000' b'826.303207' b'3.127254' b'829.430555' b'59161'
b'60' b'5878393.000000' b'994.111087' b'3.720268' b'997.831457' b'63912'
b'70' b'5874881.000000' b'1164.782060' b'4.329456' b'1169.111624' b'68178'
b'80' b'5873261.000000' b'1334.185854' b'4.929611' b'1339.115578' b'72089'
b'90' b'5872400.000000' b'1505.340161' b'5.581955' b'1510.922234' b'75787'
b'100' b'5870750.000000' b'1672.938031' b'6.236114' b'1679.174269' b'79345'
b'110' b'5867394.000000' b'1842.900442' b'6.851326' b'1849.751900' b'82682'
b'120' b'5867394.000000' b'2009.126598' b'7.454135' b'2016.580873' b'85860'
b'130' b'5865491.000000' b'2179.220702' b'8.083744' b'2187.304590' b'88924'
b'140' b'5865491.000000' b'2349.497174' b'8.746973' b'2358.244296' b'91917'
b'150' b'5864435.000000' b'2520.745727' b'9.380714' b'2530.126594' b'94651'
b'160' b'5863287.000000' b'2693.836894' b'10.038863' b'2703.875936' b'97472'
b'170' b'5862875.000000' b'2866.462803' b'10.707809' b'2877.170799' b'100133'
b'180' b'5862875.000000' b'3038.612942' b'11.356914' b'3049.970052' b'102838'
b'190' b'5861579.000000' b'3212.780214' b'12.014477' b'3224.794900' b'105396'
b'200' b'5859289.000000' b'3385.251522' b'12.671834' b'3397.923588' b'107939'
b'210' b'5859289.000000' b'3560.424922' b'13.356887' b'3573.782049' b'110404'
b'220' b'5859289.000000' b'3735.344567' b'14.120213' b'3749.465025' b'112836'
b'230' b'5859289.000000' b'3910.759802' b'14.810510' b'3925.570565' b'115222'
b'240' b'5859289.000000' b'4087.473094' b'15.482599' b'4102.955955' b'117491'
b'250' b'5859289.000000' b'4263.013046' b'16.200694' b'4279.214008' b'119661'
b'260' b'5858957.000000' b'4438.432084' b'16.881017' b'4455.313376' b'121816'
b'270' b'5858957.000000' b'4613.845617' b'17.719875' b'4631.565774' b'123916'
b'280' b'5858957.000000' b'4789.905082' b'18.464683' b'4808.370055' b'126006'
b'290' b'5858957.000000' b'4968.050455' b'19.174178' b'4987.224931' b'128172'
b'300' b'5858957.000000' b'5148.337371' b'19.937569' b'5168.275244' b'130300'
b'310' b'5858485.000000' b'5325.462111' b'20.660580' b'5346.122999' b'132270'
b'320' b'5858485.000000' b'5501.653404' b'21.388940' b'5523.042655' b'134287'
b'330' b'5858485.000000' b'5679.833260' b'22.087511' b'5701.921088' b'136275'
b'340' b'5858485.000000' b'5857.536204' b'22.798238' b'5880.334764' b'138201'
b'350' b'5858485.000000' b'6035.793425' b'23.531559' b'6059.325309' b'140093'
b'360' b'5857760.000000' b'6214.567434' b'24.258926' b'6238.826692' b'141918'
b'370' b'5857302.000000' b'6395.545956' b'25.003248' b'6420.549541' b'143732'
b'380' b'5857302.000000' b'6575.095368' b'25.799054' b'6600.894766' b'145572'
b'390' b'5857302.000000' b'6755.114838' b'26.553647' b'6781.668831' b'147409'
b'400' b'5857302.000000' b'6936.628573' b'27.301873' b'6963.930800' b'149280'
b'410' b'5855625.000000' b'7121.712922' b'28.061018' b'7149.774302' b'151020'
b'420' b'5855625.000000' b'7302.868302' b'28.804762' b'7331.673433' b'152835'
b'430' b'5855625.000000' b'7487.181491' b'29.621915' b'7516.803782' b'154530'
b'440' b'5855625.000000' b'7669.240819' b'30.358941' b'7699.600142' b'156205'
b'450' b'5855625.000000' b'7851.154531' b'31.121066' b'7882.275987' b'157799'
b'460' b'5855625.000000' b'8036.040674' b'31.900973' b'8067.942043' b'159474'
b'470' b'5855625.000000' b'8220.929869' b'32.681865' b'8253.612135' b'161071'
b'480' b'5855625.000000' b'8406.306134' b'33.426278' b'8439.732819' b'162653'
b'490' b'5855625.000000' b'8591.401560' b'34.184298' b'8625.586271' b'164222'
b'500' b'5855625.000000' b'8777.994347' b'34.964370' b'8812.959134' b'165881'
b'510' b'5855625.000000' b'8962.249755' b'35.719006' b'8997.969183' b'167362'
b'520' b'5855235.000000' b'9149.179305' b'36.498287' b'9185.678021' b'168881'
b'530' b'5855235.000000' b'9338.018192' b'37.300652' b'9375.319279' b'170377'
b'540' b'5855235.000000' b'9523.940558' b'38.167780' b'9562.108791' b'171851'
b'550' b'5855235.000000' b'9712.072155' b'38.988758' b'9751.061371' b'173329'
b'560' b'5855235.000000' b'9900.931951' b'39.842756' b'9940.775172' b'174756'
b'570' b'5855235.000000' b'10090.647777' b'40.643388' b'10131.291647' b'176199'
b'580' b'5855235.000000' b'10278.881808' b'41.476296' b'10320.358590' b'177670'
b'590' b'5855235.000000' b'10466.814857' b'42.270409' b'10509.085757' b'179050'
b'600' b'5855235.000000' b'10656.619544' b'43.142376' b'10699.762428' b'180467'
b'610' b'5855235.000000' b'10847.163977' b'44.037375' b'10891.201864' b'181899'
b'620' b'5855235.000000' b'11036.839902' b'44.883970' b'11081.724390' b'183308'
b'630' b'5855235.000000' b'11226.147368' b'45.687790' b'11271.835710' b'184645'
b'640' b'5855235.000000' b'11419.541558' b'46.605490' b'11466.147602' b'186011'
b'650' b'5855235.000000' b'11610.015820' b'47.392270' b'11657.408648' b'187367'
b'660' b'5855235.000000' b'11798.601805' b'48.191700' b'11846.794066' b'188689'
b'670' b'5855235.000000' b'11992.717229' b'49.013263' b'12041.731058' b'190041'
b'680' b'5855235.000000' b'12182.036862' b'49.813233' b'12231.850679' b'191340'
b'690' b'5855235.000000' b'12371.961831' b'50.620896' b'12422.583314' b'192629'
b'700' b'5855235.000000' b'12563.619827' b'51.679825' b'12615.300246' b'193929'
b'710' b'5855235.000000' b'12758.615784' b'52.519131' b'12811.135518' b'195220'
b'720' b'5855235.000000' b'12951.174236' b'53.336049' b'13004.510894' b'196527'
b'730' b'5855235.000000' b'13145.060507' b'54.166838' b'13199.227959' b'197792'
b'740' b'5855235.000000' b'13338.607594' b'54.997192' b'13393.605405' b'199063'
b'750' b'5855235.000000' b'13534.129946' b'55.826811' b'13589.957381' b'200265'
b'760' b'5855235.000000' b'13727.847679' b'56.644112' b'13784.492419' b'201448'
b'770' b'5855235.000000' b'13922.672807' b'57.466676' b'13980.140120' b'202696'
b'780' b'5855235.000000' b'14118.576210' b'58.269137' b'14176.845988' b'203871'
b'790' b'5855235.000000' b'14316.082930' b'59.104202' b'14375.187793' b'205097'
b'800' b'5855235.000000' b'14513.536617' b'59.940560' b'14573.477857' b'206341'
b'810' b'5855235.000000' b'14710.012932' b'60.942475' b'14770.956107' b'207444'
b'820' b'5855235.000000' b'14909.253191' b'61.768283' b'14971.022177' b'208609'
b'830' b'5855235.000000' b'15107.120814' b'62.604607' b'15169.726131' b'209810'
b'840' b'5855235.000000' b'15304.218040' b'63.434235' b'15367.652993' b'211015'
b'850' b'5855235.000000' b'15502.014990' b'64.312060' b'15566.327774' b'212206'
b'860' b'5855235.000000' b'15698.999876' b'65.247445' b'15764.248052' b'213357'
b'870' b'5855235.000000' b'15896.209961' b'66.113585' b'15962.324280' b'214513'
b'880' b'5855235.000000' b'16095.436233' b'66.976834' b'16162.413803' b'215669'
b'890' b'5855235.000000' b'16292.965194' b'67.838587' b'16360.804523' b'216792'
b'900' b'5855235.000000' b'16490.849339' b'68.749770' b'16559.599883' b'217895'
b'910' b'5855235.000000' b'16687.957249' b'69.729911' b'16757.687938' b'218992'
b'920' b'5855235.000000' b'16887.584406' b'70.652714' b'16958.237903' b'220108'
b'930' b'5855235.000000' b'17088.025550' b'71.619839' b'17159.646179' b'221212'
b'940' b'5855235.000000' b'17285.073142' b'72.520502' b'17357.594443' b'222305'
b'950' b'5855235.000000' b'17485.157846' b'73.401468' b'17558.560117' b'223379'
b'960' b'5855235.000000' b'17686.483891' b'74.286897' b'17760.771597' b'224460'
b'970' b'5855235.000000' b'17887.804249' b'75.192076' b'17962.997142' b'225539'
b'980' b'5855235.000000' b'18088.064555' b'76.141766' b'18164.207144' b'226628'
b'990' b'5855235.000000' b'18292.189400' b'77.093891' b'18369.284120' b'227626'
b'shortest' b'tour:' b'5855235.000000' b'time' b'18551.072523'
Run: 9
b'0' b'5891943.000000' b'11.403098' b'0.098597' b'11.501695' b'4050'
b'10' b'5889807.000000' b'164.962750' b'0.694184' b'165.656939' b'27629'
b'20' b'5886426.000000' b'326.851273' b'1.307261' b'328.158544' b'39488'
b'30' b'5885942.000000' b'492.538470' b'1.866929' b'494.405413' b'47623'
b'40' b'5882069.000000' b'660.406282' b'2.501353' b'662.907655' b'53851'
b'50' b'5881106.000000' b'829.349548' b'3.123215' b'832.472787' b'59242'
b'60' b'5877362.000000' b'998.726779' b'3.714200' b'1002.441021' b'63937'
b'70' b'5876989.000000' b'1168.679791' b'4.458771' b'1173.138610' b'68279'
b'80' b'5873405.000000' b'1339.524113' b'5.214600' b'1344.738766' b'72213'
b'90' b'5870365.000000' b'1509.995672' b'5.886196' b'1515.881925' b'75850'
b'100' b'5868091.000000' b'1683.523048' b'6.679914' b'1690.203041' b'79386'
b'110' b'5868091.000000' b'1853.532206' b'7.364485' b'1860.896791' b'82765'
b'120' b'5867568.000000' b'2023.302648' b'8.078785' b'2031.381540' b'85951'
b'130' b'5864581.000000' b'2193.628194' b'8.745570' b'2202.373879' b'89032'
b'140' b'5864581.000000' b'2365.428174' b'9.413517' b'2374.841811' b'92000'
b'150' b'5863854.000000' b'2537.882418' b'10.125798' b'2548.008348' b'94887'
b'160' b'5863854.000000' b'2709.902404' b'10.774747' b'2720.677288' b'97728'
b'170' b'5863075.000000' b'2881.899353' b'11.438277' b'2893.337774' b'100414'
b'180' b'5863075.000000' b'3052.308538' b'12.237926' b'3064.546618' b'103057'
b'190' b'5863075.000000' b'3225.494258' b'12.953954' b'3238.448373' b'105665'
b'200' b'5862457.000000' b'3398.435910' b'13.636055' b'3412.072134' b'108154'
b'210' b'5860708.000000' b'3572.450807' b'14.337534' b'3586.788519' b'110534'
b'220' b'5860708.000000' b'3748.476841' b'15.023852' b'3763.500875' b'112943'
b'230' b'5859904.000000' b'3924.274462' b'15.716553' b'3939.991206' b'115301'
b'240' b'5859904.000000' b'4097.449270' b'16.443498' b'4113.892967' b'117578'
b'250' b'5859484.000000' b'4274.338401' b'17.190283' b'4291.528893' b'119730'
b'260' b'5859484.000000' b'4451.840569' b'17.892664' b'4469.733447' b'122011'
b'270' b'5859484.000000' b'4628.425483' b'18.637651' b'4647.063355' b'124150'
b'280' b'5859408.000000' b'4805.425593' b'19.344010' b'4824.769833' b'126231'
b'290' b'5859408.000000' b'4980.652030' b'20.140500' b'5000.792765' b'128313'
b'300' b'5857309.000000' b'5159.606446' b'20.880350' b'5180.487037' b'130240'
b'310' b'5857309.000000' b'5338.708232' b'21.594460' b'5360.302941' b'132320'
b'320' b'5857309.000000' b'5519.097480' b'22.319612' b'5541.417347' b'134308'
b'330' b'5857309.000000' b'5695.933940' b'23.041063' b'5718.975276' b'136284'
b'340' b'5857309.000000' b'5878.848141' b'23.764390' b'5902.612812' b'138264'
b'350' b'5857309.000000' b'6056.287984' b'24.502786' b'6080.791059' b'140254'
b'360' b'5857309.000000' b'6234.902176' b'25.211848' b'6260.114317' b'142145'
b'370' b'5857309.000000' b'6417.193542' b'25.969008' b'6443.162853' b'143957'
b'380' b'5857214.000000' b'6599.707072' b'26.718430' b'6626.425813' b'145803'
b'390' b'5857214.000000' b'6779.928497' b'27.456486' b'6807.385317' b'147655'
b'400' b'5857214.000000' b'6961.999678' b'28.185753' b'6990.185765' b'149457'
b'410' b'5857214.000000' b'7144.767202' b'28.966257' b'7173.733826' b'151211'
b'420' b'5857214.000000' b'7329.237494' b'29.720501' b'7358.958367' b'152871'
b'430' b'5857214.000000' b'7512.312396' b'30.461337' b'7542.774108' b'154499'
b'440' b'5857214.000000' b'7698.374101' b'31.276555' b'7729.651050' b'156224'
b'450' b'5857214.000000' b'7880.854826' b'32.077511' b'7912.932741' b'157840'
b'460' b'5857214.000000' b'8063.854422' b'32.863133' b'8096.717964' b'159503'
b'470' b'5857214.000000' b'8248.119537' b'33.620219' b'8281.740179' b'161215'
b'480' b'5857214.000000' b'8430.657362' b'34.495013' b'8465.152805' b'162796'
b'490' b'5856560.000000' b'8616.613160' b'35.272631' b'8651.886228' b'164368'
b'500' b'5856560.000000' b'8802.633607' b'36.084444' b'8838.718493' b'165987'
b'510' b'5856560.000000' b'8991.198477' b'36.899930' b'9028.098855' b'167604'
b'520' b'5856560.000000' b'9180.173039' b'37.669557' b'9217.843049' b'169233'
b'530' b'5856560.000000' b'9369.163965' b'38.444267' b'9407.608688' b'170710'
b'540' b'5856560.000000' b'9555.752082' b'39.220573' b'9594.973117' b'172320'
b'550' b'5856560.000000' b'9743.112957' b'40.031246' b'9783.144672' b'173800'
b'560' b'5856560.000000' b'9932.959142' b'40.952891' b'9973.912507' b'175242'
b'570' b'5855673.000000' b'10122.044176' b'41.901925' b'10163.946580' b'176689'
b'580' b'5855673.000000' b'10311.308827' b'42.736974' b'10354.046284' b'178131'
b'590' b'5855673.000000' b'10499.477590' b'43.585336' b'10543.063413' b'179559'
b'600' b'5855673.000000' b'10689.435930' b'44.380965' b'10733.817388' b'180980'
b'610' b'5855673.000000' b'10879.997219' b'45.243978' b'10925.241694' b'182437'
b'620' b'5855673.000000' b'11070.240804' b'46.135397' b'11116.376706' b'183870'
b'630' b'5855673.000000' b'11261.197192' b'46.960077' b'11308.157777' b'185261'
b'640' b'5855673.000000' b'11450.745549' b'47.839015' b'11498.585077' b'186631'
b'650' b'5855673.000000' b'11644.398629' b'48.671503' b'11693.070650' b'187931'
b'660' b'5855673.000000' b'11834.065032' b'49.480002' b'11883.545554' b'189340'
b'670' b'5855673.000000' b'12026.270719' b'50.342732' b'12076.613976' b'190667'
b'680' b'5855673.000000' b'12217.604187' b'51.273973' b'12268.878696' b'191997'
b'690' b'5855673.000000' b'12408.545978' b'52.254907' b'12460.801444' b'193320'
b'700' b'5855673.000000' b'12601.666438' b'53.125162' b'12654.792166' b'194614'
b'710' b'5855673.000000' b'12792.415216' b'54.006109' b'12846.421897' b'195898'
b'720' b'5855673.000000' b'12986.880644' b'54.912742' b'13041.793971' b'197239'
b'730' b'5855673.000000' b'13178.314786' b'55.749360' b'13234.064736' b'198464'
b'740' b'5855673.000000' b'13370.906465' b'56.585128' b'13427.492191' b'199706'
b'750' b'5855673.000000' b'13564.464207' b'57.467378' b'13621.932218' b'201000'
b'760' b'5855673.000000' b'13757.847168' b'58.344017' b'13816.191825' b'202184'
b'770' b'5855673.000000' b'13951.108313' b'59.298653' b'14010.407612' b'203440'
b'780' b'5855673.000000' b'14147.310927' b'60.129585' b'14207.441162' b'204693'
b'790' b'5855673.000000' b'14342.043049' b'60.961797' b'14403.005499' b'205856'
b'800' b'5855673.000000' b'14539.760936' b'61.864484' b'14601.626093' b'207078'
b'810' b'5855652.000000' b'14733.813248' b'62.666719' b'14796.480645' b'208310'
b'820' b'5855652.000000' b'14929.984351' b'63.465069' b'14993.450105' b'209432'
b'830' b'5855652.000000' b'15124.985372' b'64.366495' b'15189.352558' b'210519'
b'840' b'5855652.000000' b'15321.172048' b'65.214586' b'15386.387331' b'211679'
b'850' b'5855652.000000' b'15519.996259' b'66.056754' b'15586.053729' b'212869'
b'860' b'5855652.000000' b'15719.534710' b'66.905297' b'15786.440731' b'214079'
b'870' b'5855652.000000' b'15917.196253' b'67.798690' b'15984.995677' b'215232'
b'880' b'5855652.000000' b'16113.330148' b'68.633835' b'16181.964725' b'216390'
b'890' b'5855652.000000' b'16310.603315' b'69.481552' b'16380.085629' b'217496'
b'900' b'5855652.000000' b'16510.103047' b'70.386554' b'16580.490372' b'218648'
b'910' b'5855652.000000' b'16707.873929' b'71.301129' b'16779.175835' b'219771'
