Run: 0
b'140' b'5863705.000000' b'788.100754' b'8.653649' b'796.754476'
b'150' b'5862495.000000' b'837.494430' b'9.125729' b'846.620236'
b'160' b'5862495.000000' b'886.373126' b'9.754412' b'896.127621'
b'170' b'5862495.000000' b'935.090425' b'10.382279' b'945.472793'
b'180' b'5862495.000000' b'983.480428' b'11.005051' b'994.485573'
b'190' b'5860741.000000' b'1031.718587' b'11.429270' b'1043.147957'
b'200' b'5860386.000000' b'1079.627040' b'11.941503' b'1091.568662'
b'210' b'5859850.000000' b'1127.550132' b'12.683523' b'1140.233780'
b'220' b'5859850.000000' b'1175.874978' b'13.297800' b'1189.172906'
b'230' b'5859795.000000' b'1223.655315' b'13.863540' b'1237.518987'
b'240' b'5859795.000000' b'1271.255547' b'14.392082' b'1285.647766'
b'250' b'5859795.000000' b'1318.867423' b'14.899063' b'1333.766627'
b'260' b'5859600.000000' b'1366.343086' b'15.400806' b'1381.744038'
b'270' b'5858412.000000' b'1413.711608' b'15.905132' b'1429.616891'
b'280' b'5858412.000000' b'1461.177589' b'16.409090' b'1477.586854'
b'290' b'5858412.000000' b'1508.537361' b'16.923175' b'1525.460716'
b'300' b'5858412.000000' b'1555.996608' b'17.479768' b'1573.476561'
b'310' b'5858412.000000' b'1603.149743' b'17.946587' b'1621.096517'
b'320' b'5858297.000000' b'1650.934796' b'18.408618' b'1669.343604'
b'330' b'5858297.000000' b'1697.943118' b'18.958793' b'1716.902107'
b'340' b'5858114.000000' b'1745.060061' b'19.691817' b'1764.752082'
b'350' b'5858114.000000' b'1792.381278' b'20.300199' b'1812.681688'
b'360' b'5858114.000000' b'1839.591419' b'20.870865' b'1860.462505'
b'370' b'5858114.000000' b'1886.757590' b'21.345056' b'1908.102871'
b'380' b'5858114.000000' b'1933.760514' b'21.818512' b'1955.579257'
b'390' b'5858114.000000' b'1980.598525' b'22.294375' b'2002.893135'
b'400' b'5857608.000000' b'2027.625707' b'22.770133' b'2050.396082'
b'410' b'5857608.000000' b'2074.567291' b'23.302388' b'2097.869928'
b'420' b'5857608.000000' b'2121.442636' b'24.080075' b'2145.522965'
b'430' b'5857608.000000' b'2168.262265' b'24.601933' b'2192.864459'
b'440' b'5857608.000000' b'2215.246958' b'25.148937' b'2240.396161'
b'450' b'5857608.000000' b'2261.966541' b'25.715051' b'2287.681862'
b'460' b'5857608.000000' b'2308.996712' b'26.302854' b'2335.299840'
b'470' b'5856876.000000' b'2355.917459' b'26.921204' b'2382.838942'
b'480' b'5856876.000000' b'2402.862420' b'27.524708' b'2430.387412'
b'490' b'5856876.000000' b'2449.734593' b'28.069713' b'2477.804595'
b'500' b'5856876.000000' b'2496.531979' b'28.613270' b'2525.145542'
b'510' b'5856876.000000' b'2543.459570' b'29.193344' b'2572.653210'
b'520' b'5856876.000000' b'2590.397369' b'29.815304' b'2620.212975'
b'530' b'5856876.000000' b'2637.067724' b'30.344090' b'2667.412123'
b'540' b'5856876.000000' b'2683.721745' b'30.917976' b'2714.640034'
b'550' b'5856876.000000' b'2730.781662' b'31.486989' b'2762.268968'
b'560' b'5856876.000000' b'2777.723020' b'32.047182' b'2809.770522'
b'570' b'5856182.000000' b'2824.432646' b'32.623130' b'2857.056102'
b'580' b'5856182.000000' b'2871.197508' b'33.233674' b'2904.431510'
b'590' b'5856182.000000' b'2918.174314' b'33.771451' b'2951.946103'
b'600' b'5856182.000000' b'2965.127530' b'34.335593' b'2999.463471'
b'610' b'5856182.000000' b'3012.236316' b'34.921436' b'3047.158104'
